locus_tag	ftype	length_bp	gene	EC_number	COG	product
OIOADCLO_01587	gene	1494	malQ			
OIOADCLO_01587	CDS	1494	malQ	2.4.1.25		4-alpha-glucanotransferase
OIOADCLO_01588	gene	2265	glgP			
OIOADCLO_01588	CDS	2265	glgP	2.4.1.1		glycogen/starch/alpha-glucan family phosphorylase
OIOADCLO_01589	gene	621				
OIOADCLO_01589	CDS	621				hypothetical protein
OIOADCLO_01590	gene	1089				
OIOADCLO_01590	CDS	1089				site-specific integrase
OIOADCLO_01591	gene	894				
OIOADCLO_01591	CDS	894				P63C domain-containing protein
OIOADCLO_01592	gene	825				
OIOADCLO_01592	CDS	825				XRE family transcriptional regulator
OIOADCLO_01593	gene	102				
OIOADCLO_01593	CDS	102				hypothetical protein
OIOADCLO_01594	gene	159				
OIOADCLO_01594	CDS	159				hypothetical protein
OIOADCLO_01595	gene	600				
OIOADCLO_01595	CDS	600				hypothetical protein
OIOADCLO_01596	gene	210				
OIOADCLO_01596	CDS	210				hypothetical protein
OIOADCLO_01597	gene	387				
OIOADCLO_01597	CDS	387				hypothetical protein
OIOADCLO_01598	gene	201				
OIOADCLO_01598	CDS	201				helix-turn-helix domain-containing protein
OIOADCLO_01599	gene	210				
OIOADCLO_01599	CDS	210				hypothetical protein
OIOADCLO_01600	gene	462				
OIOADCLO_01600	CDS	462				hypothetical protein
OIOADCLO_01601	gene	831				
OIOADCLO_01601	CDS	831				hypothetical protein
OIOADCLO_01602	gene	783				
OIOADCLO_01602	CDS	783				hypothetical protein
OIOADCLO_01603	gene	138				
OIOADCLO_01603	CDS	138				hypothetical protein
OIOADCLO_01604	gene	354				
OIOADCLO_01604	CDS	354				hypothetical protein
OIOADCLO_01605	gene	255				
OIOADCLO_01605	CDS	255				hypothetical protein
OIOADCLO_01606	gene	483				
OIOADCLO_01606	CDS	483				hypothetical protein
OIOADCLO_01607	gene	675				
OIOADCLO_01607	CDS	675				hypothetical protein
OIOADCLO_01608	gene	426				
OIOADCLO_01608	CDS	426				single-stranded DNA-binding protein
OIOADCLO_01609	gene	441				
OIOADCLO_01609	CDS	441				hypothetical protein
OIOADCLO_01610	gene	357				
OIOADCLO_01610	CDS	357				hypothetical protein
OIOADCLO_01611	gene	246				
OIOADCLO_01611	CDS	246				hypothetical protein
OIOADCLO_01612	gene	237				
OIOADCLO_01612	CDS	237				hypothetical protein
OIOADCLO_01613	gene	171				
OIOADCLO_01613	CDS	171				hypothetical protein
OIOADCLO_01614	gene	285				
OIOADCLO_01614	CDS	285				hypothetical protein
OIOADCLO_01615	gene	1197				
OIOADCLO_01615	CDS	1197				CHAP domain-containing protein
OIOADCLO_01616	gene	963				
OIOADCLO_01616	CDS	963		2.7.6.1		ribose-phosphate diphosphokinase
OIOADCLO_01617	gene	756	recO			
OIOADCLO_01617	CDS	756	recO			DNA repair protein RecO
OIOADCLO_01618	gene	1008	plsX			
OIOADCLO_01618	CDS	1008	plsX	2.3.1.274		phosphate acyltransferase PlsX
OIOADCLO_01619	gene	243				
OIOADCLO_01619	CDS	243				phosphopantetheine-binding protein
OIOADCLO_01620	gene	735				
OIOADCLO_01620	CDS	735		6.3.2.6		phosphoribosylaminoimidazolesuccinocarboxamide synthase
OIOADCLO_01621	gene	3774				
OIOADCLO_01621	CDS	3774		6.3.5.3		phosphoribosylformylglycinamidine synthase
OIOADCLO_01622	gene	1455	purF			
OIOADCLO_01622	CDS	1455	purF	2.4.2.14		amidophosphoribosyltransferase
OIOADCLO_01623	gene	1023	purM			
OIOADCLO_01623	CDS	1023	purM	6.3.3.1		phosphoribosylformylglycinamidine cyclo-ligase
OIOADCLO_01624	gene	555	purN			
OIOADCLO_01624	CDS	555	purN	2.1.2.2		phosphoribosylglycinamide formyltransferase
OIOADCLO_01625	gene	1548	purH			
OIOADCLO_01625	CDS	1548	purH	2.1.2.3		bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
OIOADCLO_01626	gene	1125				
OIOADCLO_01626	CDS	1125				SH3 domain-containing protein
OIOADCLO_01627	gene	1266	purD			
OIOADCLO_01627	CDS	1266	purD	6.3.4.13		phosphoribosylamine--glycine ligase
OIOADCLO_01628	gene	612	purE			
OIOADCLO_01628	CDS	612	purE	4.1.1.21		5-(carboxyamino)imidazole ribonucleotide mutase
OIOADCLO_01629	gene	1077	purK			
OIOADCLO_01629	CDS	1077	purK	6.3.4.18		5-(carboxyamino)imidazole ribonucleotide synthase
OIOADCLO_01630	gene	1644				
OIOADCLO_01630	CDS	1644				hypothetical protein
OIOADCLO_01631	gene	1293	purB			
OIOADCLO_01631	CDS	1293	purB	4.3.2.2		adenylosuccinate lyase
OIOADCLO_01632	gene	912	rgg4			
OIOADCLO_01632	CDS	912	rgg4			transcriptional regulator Rgg4/ComR
OIOADCLO_01633	gene	96				
OIOADCLO_01633	CDS	96				hypothetical protein
OIOADCLO_01634	gene	999	ruvB			
OIOADCLO_01634	CDS	999	ruvB	3.6.4.12		Holliday junction branch migration DNA helicase RuvB
OIOADCLO_01635	gene	438				
OIOADCLO_01635	CDS	438				low molecular weight phosphotyrosine protein phosphatase
OIOADCLO_01636	gene	402				
OIOADCLO_01636	CDS	402				membrane protein
OIOADCLO_01637	gene	1776				
OIOADCLO_01637	CDS	1776				acetyltransferase
OIOADCLO_01638	gene	2643	adhE			
OIOADCLO_01638	CDS	2643	adhE	1.1.1.1		bifunctional acetaldehyde-CoA/alcohol dehydrogenase
OIOADCLO_01639	gene	108				
OIOADCLO_01639	CDS	108				hypothetical protein
OIOADCLO_01640	gene	1017	adhP			
OIOADCLO_01640	CDS	1017	adhP	1.1.1.1		alcohol dehydrogenase AdhP
OIOADCLO_01641	gene	1293				
OIOADCLO_01641	CDS	1293				MATE family efflux transporter
OIOADCLO_01642	gene	309	rpsJ			
OIOADCLO_01642	CDS	309	rpsJ			30S ribosomal protein S10
OIOADCLO_01643	gene	627	rplC			
OIOADCLO_01643	CDS	627	rplC			50S ribosomal protein L3
OIOADCLO_01644	gene	624	rplD			
OIOADCLO_01644	CDS	624	rplD			50S ribosomal protein L4
OIOADCLO_01645	gene	297				
OIOADCLO_01645	CDS	297				50S ribosomal protein L23
OIOADCLO_01646	gene	834	rplB			
OIOADCLO_01646	CDS	834	rplB			50S ribosomal protein L2
OIOADCLO_01647	gene	279	rpsS			
OIOADCLO_01647	CDS	279	rpsS			30S ribosomal protein S19
OIOADCLO_01648	gene	345	rplV			
OIOADCLO_01648	CDS	345	rplV			50S ribosomal protein L22
OIOADCLO_01649	gene	654	rpsC			
OIOADCLO_01649	CDS	654	rpsC			30S ribosomal protein S3
OIOADCLO_01650	gene	414	rplP			
OIOADCLO_01650	CDS	414	rplP			50S ribosomal protein L16
OIOADCLO_01651	gene	207	rpmC			
OIOADCLO_01651	CDS	207	rpmC			50S ribosomal protein L29
OIOADCLO_01652	gene	261	rpsQ			
OIOADCLO_01652	CDS	261	rpsQ			30S ribosomal protein S17
OIOADCLO_01653	gene	369	rplN			
OIOADCLO_01653	CDS	369	rplN			50S ribosomal protein L14
OIOADCLO_01654	gene	306	rplX			
OIOADCLO_01654	CDS	306	rplX			50S ribosomal protein L24
OIOADCLO_01655	gene	543	rplE			
OIOADCLO_01655	CDS	543	rplE			50S ribosomal protein L5
OIOADCLO_01656	gene	186				
OIOADCLO_01656	CDS	186				type Z 30S ribosomal protein S14
OIOADCLO_01657	gene	399	rpsH			
OIOADCLO_01657	CDS	399	rpsH			30S ribosomal protein S8
OIOADCLO_01658	gene	537	rplF			
OIOADCLO_01658	CDS	537	rplF			50S ribosomal protein L6
OIOADCLO_01659	gene	357	rplR			
OIOADCLO_01659	CDS	357	rplR			50S ribosomal protein L18
OIOADCLO_01660	gene	495	rpsE			
OIOADCLO_01660	CDS	495	rpsE			30S ribosomal protein S5
OIOADCLO_01661	gene	183	rpmD			
OIOADCLO_01661	CDS	183	rpmD			50S ribosomal protein L30
OIOADCLO_01662	gene	441	rplO			
OIOADCLO_01662	CDS	441	rplO			50S ribosomal protein L15
OIOADCLO_01663	gene	1305	secY			
OIOADCLO_01663	CDS	1305	secY			preprotein translocase subunit SecY
OIOADCLO_01664	gene	639				
OIOADCLO_01664	CDS	639		2.7.4.3		adenylate kinase
OIOADCLO_01665	gene	219	infA			
OIOADCLO_01665	CDS	219	infA			translation initiation factor IF-1
OIOADCLO_01666	gene	117	rpmJ			
OIOADCLO_01666	CDS	117	rpmJ			50S ribosomal protein L36
OIOADCLO_01667	gene	366	rpsM			
OIOADCLO_01667	CDS	366	rpsM			30S ribosomal protein S13
OIOADCLO_01668	gene	384	rpsK			
OIOADCLO_01668	CDS	384	rpsK			30S ribosomal protein S11
OIOADCLO_01669	gene	939				
OIOADCLO_01669	CDS	939		2.7.7.6		DNA-directed RNA polymerase subunit alpha
OIOADCLO_01670	gene	387	rplQ			
OIOADCLO_01670	CDS	387	rplQ			50S ribosomal protein L17
OIOADCLO_01671	gene	294				
OIOADCLO_01671	CDS	294				IS3 family transposase ISSpy1
OIOADCLO_01672	gene	1314				
OIOADCLO_01672	CDS	1314				chloride channel protein
OIOADCLO_01673	gene	960	nrdF_2			
OIOADCLO_01673	CDS	960	nrdF_2	1.17.4.1		class 1b ribonucleoside-diphosphate reductase subunit beta
OIOADCLO_01674	gene	2160	nrdE_2			
OIOADCLO_01674	CDS	2160	nrdE_2	1.17.4.1		class 1b ribonucleoside-diphosphate reductase subunit alpha
OIOADCLO_01675	gene	219	nrdH			
OIOADCLO_01675	CDS	219	nrdH			glutaredoxin-like protein NrdH
OIOADCLO_01676	gene	264				
OIOADCLO_01676	CDS	264				phosphocarrier protein HPr
OIOADCLO_01677	gene	1734	ptsP			
OIOADCLO_01677	CDS	1734	ptsP	2.7.3.9		phosphoenolpyruvate--protein phosphotransferase
OIOADCLO_01678	gene	1428				
OIOADCLO_01678	CDS	1428				NADP-dependent glyceraldehyde-3-phosphate dehydrogenase
OIOADCLO_01679	gene	1275				
OIOADCLO_01679	CDS	1275				polysaccharide deacetylase family protein
OIOADCLO_01680	gene	1086				
OIOADCLO_01680	CDS	1086				DEAD/DEAH box helicase
OIOADCLO_01681	gene	627	udk			
OIOADCLO_01681	CDS	627	udk	2.7.1.48		uridine kinase
OIOADCLO_01682	gene	264				
OIOADCLO_01682	CDS	264				hypothetical protein
OIOADCLO_01683	gene	810				
OIOADCLO_01683	CDS	810				PrsW family intramembrane metalloprotease
OIOADCLO_01684	gene	498				
OIOADCLO_01684	CDS	498				GAF domain-containing protein
OIOADCLO_01685	gene	1671	dnaX			
OIOADCLO_01685	CDS	1671	dnaX	2.7.7.7		DNA polymerase III subunit gamma/tau
OIOADCLO_01686	gene	942	birA			
OIOADCLO_01686	CDS	942	birA	6.3.4.15		bifunctional biotin--[acetyl-CoA-carboxylase] ligase/biotin operon repressor BirA
OIOADCLO_01687	gene	2379				
OIOADCLO_01687	CDS	2379				leucine-rich repeat domain-containing protein
OIOADCLO_01688	gene	1197	metK			
OIOADCLO_01688	CDS	1197	metK	2.5.1.6		methionine adenosyltransferase
OIOADCLO_01689	gene	1260				
OIOADCLO_01689	CDS	1260		2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase
OIOADCLO_01690	gene	654				
OIOADCLO_01690	CDS	654				hypothetical protein
OIOADCLO_01691	gene	543				
OIOADCLO_01691	CDS	543				GNAT family N-acetyltransferase
OIOADCLO_01692	gene	1284	spxR			
OIOADCLO_01692	CDS	1284	spxR			CBS-HotDog domain-containing transcription factor SpxR
OIOADCLO_01693	gene	861				
OIOADCLO_01693	CDS	861				methionyl aminopeptidase
OIOADCLO_01694	gene	966				
OIOADCLO_01694	CDS	966				YihY/virulence factor BrkB family protein
OIOADCLO_01695	gene	1284	aroA			
OIOADCLO_01695	CDS	1284	aroA	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
OIOADCLO_01696	gene	492				
OIOADCLO_01696	CDS	492				shikimate kinase
OIOADCLO_01697	gene	1452				
OIOADCLO_01697	CDS	1452				LCP family protein
OIOADCLO_01698	gene	1356	rlmD_2			
OIOADCLO_01698	CDS	1356	rlmD_2	2.1.1.190		23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
OIOADCLO_01699	gene	513	deoD_2			
OIOADCLO_01699	CDS	513	deoD_2	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
OIOADCLO_01700	gene	402				
OIOADCLO_01700	CDS	402				PaaI family thioesterase
OIOADCLO_01701	gene	1485				
OIOADCLO_01701	CDS	1485				hypothetical protein
OIOADCLO_01702	gene	1221				
OIOADCLO_01702	CDS	1221				MFS transporter
OIOADCLO_01703	gene	366				
OIOADCLO_01703	CDS	366				thioesterase family protein
OIOADCLO_01704	gene	732				
OIOADCLO_01704	CDS	732				rRNA pseudouridine synthase
OIOADCLO_01705	gene	528				
OIOADCLO_01705	CDS	528				YqeG family HAD IIIA-type phosphatase
OIOADCLO_01706	gene	1119	yqeH			
OIOADCLO_01706	CDS	1119	yqeH			ribosome biogenesis GTPase YqeH
OIOADCLO_01707	gene	309	yhbY			
OIOADCLO_01707	CDS	309	yhbY			ribosome assembly RNA-binding protein YhbY
OIOADCLO_01708	gene	633				
OIOADCLO_01708	CDS	633		2.7.7.18		nicotinate-nucleotide adenylyltransferase
OIOADCLO_01709	gene	594	yqeK			
OIOADCLO_01709	CDS	594	yqeK	3.6.1.41		bis(5'-nucleosyl)-tetraphosphatase (symmetrical) YqeK
OIOADCLO_01710	gene	378	rsfS			
OIOADCLO_01710	CDS	378	rsfS			ribosome silencing factor
OIOADCLO_01711	gene	744				
OIOADCLO_01711	CDS	744				class I SAM-dependent methyltransferase
OIOADCLO_01712	gene	1107				
OIOADCLO_01712	CDS	1107				nucleotidyltransferase
OIOADCLO_01713	gene	717				
OIOADCLO_01713	CDS	717				YebC/PmpR family DNA-binding transcriptional regulator
OIOADCLO_01714	gene	843				
OIOADCLO_01714	CDS	843				amino acid ABC transporter substrate-binding protein
OIOADCLO_01715	gene	846				
OIOADCLO_01715	CDS	846				MetQ/NlpA family ABC transporter substrate-binding protein
OIOADCLO_01716	gene	1065				
OIOADCLO_01716	CDS	1065				methionine ABC transporter ATP-binding protein
OIOADCLO_01717	gene	693				
OIOADCLO_01717	CDS	693				ABC transporter permease
OIOADCLO_01718	gene	1371	brnQ			
OIOADCLO_01718	CDS	1371	brnQ			branched-chain amino acid transport system II carrier protein
OIOADCLO_01719	gene	1215	sstT			
OIOADCLO_01719	CDS	1215	sstT			serine/threonine transporter SstT
OIOADCLO_01720	gene	675	ktrA			
OIOADCLO_01720	CDS	675	ktrA			potassium uptake transporter gating subunit KtrA
OIOADCLO_01721	gene	1392	ktrB			
OIOADCLO_01721	CDS	1392	ktrB			potassium uptake transporter channel subunit KtrB
OIOADCLO_01722	gene	714	rsmG			
OIOADCLO_01722	CDS	714	rsmG	2.1.1.170		16S rRNA (guanine(527)-N(7))-methyltransferase RsmG
OIOADCLO_01723	gene	558				
OIOADCLO_01723	CDS	558				LemA family protein
OIOADCLO_01724	gene	897	htpX			
OIOADCLO_01724	CDS	897	htpX	3.4.24.-		zinc metalloprotease HtpX
OIOADCLO_01725	gene	534				
OIOADCLO_01725	CDS	534				hypothetical protein
OIOADCLO_01726	gene	687	covR			
OIOADCLO_01726	CDS	687	covR			two-component system response regulator CovR
OIOADCLO_01727	gene	1503	covS			
OIOADCLO_01727	CDS	1503	covS			two-component system sensor histidine kinase CovS
OIOADCLO_01728	gene	495	nrdR			
OIOADCLO_01728	CDS	495	nrdR			transcriptional regulator NrdR
OIOADCLO_01729	gene	1173				
OIOADCLO_01729	CDS	1173				replication initiation and membrane attachment family protein
OIOADCLO_01730	gene	903	dnaI			
OIOADCLO_01730	CDS	903	dnaI			primosomal protein DnaI
OIOADCLO_01731	gene	1311	der			
OIOADCLO_01731	CDS	1311	der	3.6.5.-		ribosome biogenesis GTPase Der
OIOADCLO_01732	gene	3096				
OIOADCLO_01732	CDS	3096				DEAD/DEAH box helicase
OIOADCLO_01733	gene	603				
OIOADCLO_01733	CDS	603				hypothetical protein
OIOADCLO_01734	gene	1329	murC			
OIOADCLO_01734	CDS	1329	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
OIOADCLO_01735	gene	483				
OIOADCLO_01735	CDS	483		2.3.1.-		GNAT family N-acetyltransferase
OIOADCLO_01736	gene	1569	mltG			
OIOADCLO_01736	CDS	1569	mltG			endolytic transglycosylase MltG
OIOADCLO_01737	gene	483	greA			
OIOADCLO_01737	CDS	483	greA			transcription elongation factor GreA
OIOADCLO_01738	gene	924	yidC			
OIOADCLO_01738	CDS	924	yidC			membrane protein insertase YidC
OIOADCLO_01739	gene	279				
OIOADCLO_01739	CDS	279				acylphosphatase
OIOADCLO_01740	gene	864				
OIOADCLO_01740	CDS	864				hypothetical protein
OIOADCLO_01741	gene	1143	tgt			
OIOADCLO_01741	CDS	1143	tgt	2.4.2.29		tRNA guanosine(34) transglycosylase Tgt
OIOADCLO_01742	gene	312				
OIOADCLO_01742	CDS	312				CHY zinc finger protein
OIOADCLO_01743	gene	540				
OIOADCLO_01743	CDS	540				biotin transporter BioY
OIOADCLO_01744	gene	780				
OIOADCLO_01744	CDS	780				MBL fold metallo-hydrolase
OIOADCLO_01745	gene	516	tadA_2			
OIOADCLO_01745	CDS	516	tadA_2	3.5.4.33		tRNA adenosine(34) deaminase TadA
OIOADCLO_01746	gene	1221				
OIOADCLO_01746	CDS	1221				putative protein involved in cytokinesis, contains TGc (transglutaminase/protease-like) domain
OIOADCLO_01747	gene	705	speG			
OIOADCLO_01747	CDS	705	speG			streptococcal pyrogenic exotoxin SpeG
OIOADCLO_01748	gene	120				
OIOADCLO_01748	CDS	120				hypothetical protein
OIOADCLO_01749	gene	1350				
OIOADCLO_01749	CDS	1350		5.3.1.9		glucose-6-phosphate isomerase
OIOADCLO_01750	gene	1509				
OIOADCLO_01750	CDS	1509				helix-turn-helix domain-containing protein
OIOADCLO_01751	gene	132				
OIOADCLO_01751	CDS	132				hypothetical protein
OIOADCLO_01752	gene	189	rpmB			
OIOADCLO_01752	CDS	189	rpmB			50S ribosomal protein L28
OIOADCLO_01753	gene	882				
OIOADCLO_01753	CDS	882				fructose-bisphosphate aldolase
OIOADCLO_01754	gene	86				
OIOADCLO_01754	tRNA	86				tRNA-Leu(aag)
OIOADCLO_01755	gene	927				
OIOADCLO_01755	CDS	927				alpha/beta hydrolase
OIOADCLO_01756	gene	1605				
OIOADCLO_01756	CDS	1605		6.3.4.2		CTP synthase
OIOADCLO_01757	gene	576	rpoE			
OIOADCLO_01757	CDS	576	rpoE	2.7.7.6		DNA-directed RNA polymerase subunit delta
OIOADCLO_01758	gene	1284	tig			
OIOADCLO_01758	CDS	1284	tig	5.2.1.8		trigger factor
OIOADCLO_01759	gene	846				
OIOADCLO_01759	CDS	846				mechanosensitive ion channel family protein
OIOADCLO_01760	gene	561				
OIOADCLO_01760	CDS	561				TIGR01440 family protein
OIOADCLO_01761	gene	471				
OIOADCLO_01761	CDS	471				ECF transporter S component
OIOADCLO_01762	gene	765				
OIOADCLO_01762	CDS	765		2.7.1.49		bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
OIOADCLO_01763	gene	750	truA			
OIOADCLO_01763	CDS	750	truA	5.4.99.12		tRNA pseudouridine(38-40) synthase TruA
OIOADCLO_01764	gene	486				
OIOADCLO_01764	CDS	486				sigma-70 family RNA polymerase sigma factor
OIOADCLO_01765	gene	74				
OIOADCLO_01765	tRNA	74				tRNA-Arg(acg)
OIOADCLO_01766	gene	74				
OIOADCLO_01766	tRNA	74				tRNA-Asn(gtt)
OIOADCLO_01767	gene	110				
OIOADCLO_01767	rRNA	110				5S ribosomal RNA
OIOADCLO_01768	gene	110				
OIOADCLO_01768	rRNA	110				5S ribosomal RNA
OIOADCLO_01769	gene	2898				
OIOADCLO_01769	rRNA	2898				23S ribosomal RNA
OIOADCLO_01770	gene	76				
OIOADCLO_01770	tRNA	76				tRNA-Ala(tgc)
OIOADCLO_01771	gene	1545				
OIOADCLO_01771	rRNA	1545				16S ribosomal RNA
OIOADCLO_01772	gene	216				
OIOADCLO_01772	CDS	216				hypothetical protein
OIOADCLO_01773	gene	1311				
OIOADCLO_01773	CDS	1311				SLC13 family permease
OIOADCLO_01774	gene	873	nadC			
OIOADCLO_01774	CDS	873	nadC	2.4.2.19		carboxylating nicotinate-nucleotide diphosphorylase
OIOADCLO_01775	gene	90				
OIOADCLO_01775	tRNA	90				tRNA-Ser(gct)
OIOADCLO_01776	gene	76				
OIOADCLO_01776	tRNA	76				tRNA-Ile(gat)
OIOADCLO_01777	gene	71				
OIOADCLO_01777	tRNA	71				tRNA-Gly(tcc)
OIOADCLO_01778	gene	75				
OIOADCLO_01778	tRNA	75				tRNA-Phe(gaa)
OIOADCLO_01779	gene	76				
OIOADCLO_01779	tRNA	76				tRNA-Met(cat)
OIOADCLO_01780	gene	90				
OIOADCLO_01780	tRNA	90				tRNA-Ser(tga)
OIOADCLO_01781	gene	74				
OIOADCLO_01781	tRNA	74				tRNA-Met(cat)
OIOADCLO_01782	gene	76				
OIOADCLO_01782	tRNA	76				tRNA-Met(cat)
OIOADCLO_01783	gene	76				
OIOADCLO_01783	tRNA	76				tRNA-Pro(tgg)
OIOADCLO_01784	gene	74				
OIOADCLO_01784	tRNA	74				tRNA-Arg(acg)
OIOADCLO_01785	gene	85				
OIOADCLO_01785	tRNA	85				tRNA-Leu(taa)
OIOADCLO_01786	gene	72				
OIOADCLO_01786	tRNA	72				tRNA-Gly(gcc)
OIOADCLO_01787	gene	73				
OIOADCLO_01787	tRNA	73				tRNA-Thr(tgt)
OIOADCLO_01788	gene	1557				
OIOADCLO_01788	CDS	1557				amino acid permease
OIOADCLO_01789	gene	516				
OIOADCLO_01789	CDS	516				IS3 family transposase
OIOADCLO_01790	gene	1134				
OIOADCLO_01790	CDS	1134				ISAs1-like element IS1548 family transposase
OIOADCLO_01791	gene	459				
OIOADCLO_01791	CDS	459				IS3 family transposase
OIOADCLO_01792	gene	74				
OIOADCLO_01792	tRNA	74				tRNA-Glu(ttc)
OIOADCLO_01793	gene	90				
OIOADCLO_01793	tRNA	90				tRNA-Ser(tga)
OIOADCLO_01794	gene	73				
OIOADCLO_01794	tRNA	73				tRNA-Gly(tcc)
OIOADCLO_01795	gene	75				
OIOADCLO_01795	tRNA	75				tRNA-Val(tac)
OIOADCLO_01796	gene	76				
OIOADCLO_01796	tRNA	76				tRNA-Pro(tgg)
OIOADCLO_01797	gene	76				
OIOADCLO_01797	tRNA	76				tRNA-Ile(gat)
